Product_ID,Product_Name,Product_Model,Product_Line,Product_Subline,Hardware/Software,Deployment_Environment,Description_And_Application,Connectivity,Region Support,Notes
P225,LX200V30 WisLink 500 Mbps Broadband PLC Module + EVB,LX200V30,Wislink,N/A,Hardware,Both,"The LX200V30 WisLink is a high-speed data transmission module utilizing OFDM technology for power line communication, achieving speeds up to 500 Mbps.  It offers versatile connectivity options including standard Ethernet ports, twisted pair, and coaxial cable interfaces, extending its applicability across diverse environments.  The module's plug-and-play functionality simplifies deployment, reducing time-to-market and enhancing flexibility. Its robust encryption (128-bit AES) ensures secure data transmission.  The LX200V30 finds applications in various sectors, including smart monitoring (industrial and environmental), energy management systems for optimized power distribution and consumption, smart home automation, medical systems for remote patient monitoring, automotive electronics, charging pile management, and industrial automation.  Its ability to transmit data over existing power lines, twisted pairs, or coaxial cables makes it ideal for retrofitting existing infrastructure.","Ethernet, Twisted Pair, Coaxial Cable","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The LX200V30 operates within the 2-68 MHz frequency range, ensuring compatibility with existing CATV signals and wired broadcasting systems.  It features dimensions of 40 x 30 mm and supports up to 2000m transmission distance via coaxial cable.  The module is compliant with Homeplug AV and IEEE1901 standards, ensuring interoperability and reliability.  No user configuration is required after wiring."
P226,LX200V50 WisLink 1000 Mbps PLC Module + EVB,LX200V50,Wislink,N/A,Hardware,Both,"The LX200V50 WisLink is a high-speed Power Line Communication (PLC) module designed to bridge Ethernet networks over existing power lines.  Leveraging the Qualcomm QCA7550 SoC and adhering to HomePlug AV2 standards, it provides robust and reliable data transmission for various applications. Its key strength lies in its ability to transmit multi-stream Ethernet content, maximizing Quality of Service (QoS) even in noisy environments.  This makes it ideal for scenarios where wired Ethernet is impractical or impossible, such as extending network coverage in buildings with limited cabling or in areas where running new cables is costly or disruptive.  Industries such as smart homes, industrial automation, and building management can benefit from its ability to seamlessly integrate into existing power infrastructure, enabling efficient data transfer for various devices and systems.","Ethernet, PLC","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The LX200V50 utilizes HomePlug AV2 compliant PHY and MAC, supporting various modulation schemes and advanced error correction techniques for reliable data transmission. It features integrated MAC/PHY, analog front end, and line driver, simplifying integration.  The module includes internal DDR2 16 MB memory and supports both RGMII/RMII Ethernet interfaces.  Power saving mode is included for energy efficiency."
P227,RAK8213 WisLink Cellular mPCIe,RAK8213,Wislink,N/A,Hardware,Both,"The RAK8213 WisLink Cellular mPCIe is a multi-band LTE Cat M1/Cat NB1/EGPRS module designed for M2M and IoT applications.  Based on the Quectel BG96 chipset and featuring a Mini PCIe form factor, it provides a compact and easily integrable solution for various devices. Its maximum data rate of 375 Kbps downlink and uplink ensures efficient data transmission. The integrated GNSS module supports GPS, GLONASS, BeiDou/Compass, Galileo, and QZSS, enabling precise and reliable positioning.  Suitable for a wide range of applications, including wireless POS systems, smart metering, and asset tracking, the RAK8213 simplifies product design and enhances connectivity in diverse industries.  Its industry-standard interfaces (USB, UART, I2C) and support for multiple operating systems (Windows, Linux, Android) further broaden its applicability.","LTE Cat M1, LTE Cat NB1, EGPRS, GNSS (GPS, GLONASS, BeiDou, Galileo, QZSS), USB, UART, I2C","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAK8213 offers a robust design with features like DFOTA and VoLTE support.  It provides easy migration from existing Quectel GSM/GPRS, UMTS/HSPA, and LTE modules.  The module includes status indicators and a PCM interface for VoLTE.  High-speed USB 2.0 interface is supported."
P228,"Blues.ONE WisTrio LTE-M, NB-IoT, GSM Cellular, and LoRaWAN Development Board",,Wistrio,N/A,Hardware,Both,"The RAKwireless Blues.ONE WisTrio is a versatile development board designed to accelerate the development of IoT applications leveraging cellular (LTE-M, NB-IoT, GSM) and LoRaWAN technologies.  Built around the Nordic nRF52840 SoC and Semtech SX1262 LoRa transceiver, it offers a powerful and flexible platform for creating diverse IoT solutions.  Its integration with the Blues.IO Notecard and built-in GPS enhances its capabilities for location-based services and data logging. The WisBlock modularity allows for seamless integration of various sensors, enabling rapid prototyping and customization to meet specific application needs across numerous industries.  This makes it suitable for applications such as asset tracking, environmental monitoring, smart agriculture, and industrial automation, where the combination of long-range, low-power connectivity and precise location data is crucial.","LoRaWAN, LTE-M, NB-IoT, GSM, BLE, GPS","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The Blues.ONE features an IP65-rated enclosure (100x75x38 mm), providing protection in various environments.  It includes an integrated eSIM and supports optional external Nano SIM and eSIM options for flexible connectivity.  The board offers USB Type-C for debugging and logging, and comes with an external LTE antenna (3 dBi) and matching SMA to IPEX connector.  Internal antennas are also included for LoRaWAN, BLE, and GNSS."
P229,Link.ONE WisTrio LTE-M NB-IoT LoRaWAN Development Board,,Wistrio,N/A,Hardware,Both,"The RAKwireless Link.ONE WisTrio Development Board is a versatile IoT device combining cellular IoT (LTE-M/NB-IoT) and LoRaWAN technologies, ideal for diverse IoT applications.  Built on the Nordic nRF52840 SoC, Semtech SX1262 LoRa transceiver, and Quectel BG77 LTE module with integrated GPS, it offers a powerful and adaptable platform for IoT development. Its modular design, based on the WisBlock platform, allows for easy integration of various sensors and interfaces, enabling rapid customization to meet specific application needs.  This makes it suitable for various industries and applications, including smart agriculture (remote monitoring of crops and livestock), industrial automation (remote equipment monitoring and predictive maintenance), smart cities (environmental monitoring and infrastructure management), and asset tracking. Developers can leverage its extensive connectivity options and security features to create secure and customizable IoT solutions.","LoRaWAN, LTE-M, NB-IoT, BLE, GPS","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The Link.ONE features an IP65 Unify enclosure (100x75x38 mm), providing protection in various environments. It supports both Nano SIM and eSIM options for flexible cellular connectivity.  The board includes internal antennas for LoRaWAN, BLE, and GNSS, but also provides IPEX connectors for external LTE and GPS antennas for improved signal strength in challenging environments. It is programmable using the Quectel AT command set."
P230,RAK5010-BG95 WisTrio NB-IoT Tracker Pro,RAK5010-BG95,Wistrio,N/A,Hardware,Both,"The RAK5010-BG95 WisTrio NB-IoT Tracker Pro is a versatile eMTC/NB-IoT/EGPRS tracker designed for diverse location-based applications, both indoors and outdoors.  Built around the Quectel BG95-M3 LTE Cat M1 & NB1 modem, it integrates GPS, BLE 5.0, and a suite of onboard sensors including humidity, temperature, pressure, 3-axis motion, and ambient light.  Its expandable I/O allows for further sensor integration, making it ideal for rapid prototyping and testing.  Target industries include logistics, asset tracking, and environmental monitoring, where precise location data and various environmental parameters are crucial.  Applications range from tracking shipments and assets in real-time to monitoring environmental conditions in remote locations or managing indoor assets within a building.","NB-IoT, eMTC, EGPRS, GPS, BLE","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAK5010-BG95 uses the Quectel BG95-M3 modem (RAK5010 uses BG96).  It supports Nano SIM and eSIM options. Powering options include Micro USB, a 3.7V rechargeable battery, or a 5V solar panel.  Multiple interfaces are available: I2C, UART, GPIO, and ADC.  Note that when using custom firmware, cellular and GNSS cannot be used simultaneously."
P231,RAK5010-M-BG95 WisTrio NB-IoT Tracker,RAK5010-M-BG95/RAK5010-M,Wistrio,N/A,Hardware,Both,"The RAK5010-M-BG95 WisTrio NB-IoT Tracker is a versatile eMTC/NB-IoT/EGPRS tracker designed for diverse location-based applications, both indoors and outdoors.  Built around the Quectel BG95-M3 LTE Cat M1&NB1 modem (or BG96 in the older model), it integrates GPS, BLE 5.0, and onboard sensors for humidity, temperature, and 3-axis motion.  Its expandable I/O allows for additional sensor integration, making it ideal for prototyping and testing NB-IoT applications.  Target industries include asset tracking, logistics, and environmental monitoring, where precise location data is crucial.  The tracker's capabilities extend to applications such as fleet management, remote equipment monitoring, and personal safety tracking, providing real-time location updates and environmental data.","NB-IoT, EGPRS, GPS, BLE","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAK5010-M-BG95 uses the Quectel BG95-M3 modem, while the original RAK5010-M uses the BG96.  Both share the same AT command set.  When using custom firmware, note that cellular and GNSS cannot be used simultaneously on the BG95-M3.  Power options include Micro USB, a 3.7V rechargeable battery, or a 5V solar panel.  Multiple interfaces are available: I2C, UART, GPIO, and ADC.  Uses iPEX connectors for LoRa and GPS antennas and an onboard ceramic antenna for BLE. Supports Nano SIM and eSIM."
P232,RAK9003 PoE Pi HAT,RAK9003,Wishat,N/A,Hardware,Indoor,"The RAK9003 PoE Pi HAT is an add-on board designed to power a Raspberry Pi (models 3B+ and 4) via a standard CAT5 Ethernet cable, leveraging Power over Ethernet (PoE) technology.  This HAT simplifies power delivery for Raspberry Pi-based IoT projects, eliminating the need for a separate power supply. Its compatibility with PoE standards (IEEE 802.3af/at, Modes A and B) and Class 0-4 equipment makes it versatile for various applications.  The RAK9003 is ideal for projects where a clean, PoE-powered Raspberry Pi is required, such as embedded systems, industrial automation, and edge computing deployments. Its compact form factor and ease of integration make it a convenient solution for developers.",Ethernet,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAK9003 PoE Pi HAT features a high-efficiency DC/DC converter with overload and short-circuit protection, ensuring reliable operation. It offers a wide input voltage range (42V-57V) and provides a regulated 5V @ 5A output.  The HAT is RoHS compliant and operates within a temperature range of -40°C to +85°C.  It boasts high isolation (1.5kV) between input and output."
P233,RAK8213 Pi HAT,RAK8213,Wishat,N/A,Hardware,Indoor,"The RAK8213 Pi HAT is a hardware add-on designed to seamlessly integrate NB-IoT functionality into any Raspberry Pi.  It acts as a converter, connecting the RAK8213 mPCIe NB-IoT module to the Raspberry Pi's 40-pin header. This allows developers to easily add cellular connectivity to their Raspberry Pi-based projects, opening up possibilities for various applications requiring remote data transmission and control.  Target industries include those needing low-power wide-area network (LPWAN) capabilities, such as smart agriculture, smart city initiatives, and industrial IoT applications where remote monitoring and control are crucial.",NB-IoT,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAK8213 Pi HAT includes a Micro-USB connector that serves as both the interface and power supply for the RAK8213 module.  It simplifies the integration of NB-IoT capabilities into Raspberry Pi projects, eliminating the need for complex hardware modifications.  Further details on specific region support and certifications are available in the RAK8213 module's documentation."
P234,RAK2287/RAK5146 Pi HAT,RAK2287/RAK5146,Wishat,N/A,Hardware,Indoor,"The RAK2287/RAK5146 Pi HAT is a converter board designed to integrate RAK2287 SPI or RAK5146 SPI LoRaWAN concentrator modules with a Raspberry Pi.  This allows users to easily add long-range wireless connectivity to their Raspberry Pi-based IoT projects. Its compact Raspberry Pi form factor and compatibility with Raspberry Pi 3 Model B+ and 4 makes it ideal for various applications requiring LoRaWAN communication, such as building custom gateways, data loggers, or sensor hubs.  The board's simplicity and ease of integration make it suitable for developers and hobbyists alike, enabling rapid prototyping and deployment of LoRaWAN-enabled solutions in diverse environments.",LoRaWAN,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923",The RAK2287/RAK5146 Pi HAT features a 40-pin female Pi HAT connector and a mini PCIe connector.  It is compatible with both the Raspberry Pi 3 Model B+ and Raspberry Pi 4. Power is supplied through the Raspberry Pi.
P235,Ethernet Cable Gland,,Accessories,N/A,Hardware,Outdoor,"The Ethernet Cable Gland is an accessory designed to securely and reliably connect outdoor equipment to an RJ45 cable, providing both communication and PoE power. Its two-part construction allows for easy cable connection and disconnection without requiring the removal of the entire gland or opening the gateway enclosure.  This ensures convenient maintenance and reduces downtime. The waterproof seal and durable plastic construction guarantee long-lasting performance in harsh outdoor environments.  It is primarily intended for use with outdoor gateways and enclosures that have a threaded mounting hole, providing a weatherproof and robust connection for various IoT applications in industrial, agricultural, and smart city deployments.",Ethernet,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The Ethernet Cable Gland features an IP67 waterproof rating, ensuring protection against dust and water immersion.  It is designed for a M25*1.5 mounting hole and has a cable length of 250 mm.  A matching nut for securing the gland is not included. Compatible with RAK7249 WisGate Edge Max Gateway and other enclosures with a threaded hole."
P236,WisBlock RAKBox-B2 Enclosure,RAKBox-B2,Accessories,N/A,Hardware,Outdoor,"The RAKBox-B2 is a rugged IP67-rated enclosure designed specifically for WisBlock products, ideal for outdoor deployments where space is limited.  Its compact and lightweight yet rigid design makes it suitable for various applications requiring weatherproof protection.  The enclosure is perfect for protecting WisBlock modules in harsh environmental conditions, ensuring reliable operation in diverse outdoor settings such as agriculture, industrial monitoring, and smart city deployments. The integrated top-mounted solar panel allows for convenient battery charging, extending the operational lifespan of the enclosed WisBlock system. This makes it particularly useful in remote locations where mains power is unavailable.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAKBox-B2 enclosure is rated IP67/NEMA-6, providing excellent weatherproofing.  Its dimensions are 95 mm x 65 mm x 58 mm. Optional openings are available for N-type antennas and external components, facilitating customization and integration with various sensors and devices. The enclosure includes a solar panel for convenient battery charging."
P237,RAK RPi DIY Gateway Kit,RAK5146/RAK2013/RAK2287/RAK5146/RAK7244/RAK7244C,Accessories,N/A,Hardware,Both,"The RAK RPi DIY Gateway Kit is a cost-effective solution for building a custom LoRaWAN gateway using a Raspberry Pi 4 (not included).  This kit provides all the necessary hardware components to create a complete and functional gateway, enabling users to tailor their gateway to specific needs and applications. The kit's versatility allows for deployment in various environments and industries, supporting applications ranging from simple sensor networks to more complex IoT deployments.  Users can leverage the Raspberry Pi's processing power and the included concentrator and HATs to build a robust and scalable gateway for diverse IoT projects.","LoRaWAN, Cellular (optional), GPS","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","This kit requires a Raspberry Pi 4, which is not included.  The kit includes a LoRa antenna, GPS antenna, and LTE antennas (cellular variant only), along with an SD card and power adapter.  The enclosure variant depends on the chosen kit configuration. The kit is designed for users comfortable with assembling and configuring hardware components."
P238,RAKBox-GW-3 Outdoor Enclosure Kit,RAKBox-GW-3,Accessories,N/A,Hardware,Outdoor,"The RAKBox-GW-3 Outdoor Enclosure Kit is designed to protect and weatherproof various RAKwireless gateways, including the WisGate Developer D4 (RAK7244), WisGate Developer D4+ (RAK7244C), and WisGate Developer D4P (RAK7244P), as well as the RAK Hotspot.  This kit provides a robust and durable outdoor casing for these devices, ensuring reliable operation in harsh environmental conditions. The enclosure facilitates easy installation and maintenance, with features designed to protect internal components from rain, dust, and other environmental factors.  It's suitable for various applications where gateways need to be deployed outdoors, such as smart agriculture, industrial IoT, and smart city projects. The kit simplifies the process of deploying these gateways in challenging outdoor environments, ensuring long-term reliable operation.","Ethernet, LoRaWAN, GPS, LTE (RAK7244C only)","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The kit includes all necessary parts for assembly, excluding the gateway itself.  It features a PoE splitter for power supply flexibility (48V input, 5V/2.4A output), a PoE injector (100-240V input, 48V/0.5A output), antenna cables (RG316 with various connectors), and mounting hardware for pole installation.  The enclosure is designed for easy assembly and includes weatherproofing measures such as PVC and waterproof tape for added protection of the cable glands and antenna connectors.  The kit supports various gateway models, requiring slight variations in the assembly process depending on the specific gateway used."
P239,WisBlock RAKBox-B3 Enclosure,,Accessories,N/A,Hardware,Indoor,"The RAKBox-B3 is an indoor enclosure designed specifically for WisBlock products.  Its compact and lightweight design makes it ideal for space-constrained applications. The enclosure's slotted cover promotes airflow, making it suitable for housing WisBlock modules that measure ambient environmental parameters such as temperature, humidity, gases, and air quality.  This enclosure is perfect for various indoor IoT deployments in smart homes, offices, or industrial settings where compact and efficient environmental monitoring is required.  Typical applications include indoor air quality monitoring, environmental parameter logging, and small-scale sensor deployments.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAKBox-B3 has an IP20 rating, indicating protection against solid objects larger than 12mm and no protection against water. Its dimensions are 90 x 85 x 34 mm (W x L x H)."
P240,WisBlock RAKBox-B4 Enclosure,,Accessories,N/A,Hardware,Outdoor,"The RAKBox-B4 is an IP67-rated enclosure designed specifically for WisBlock products, providing weatherproof protection for outdoor deployments. Its compact and lightweight design makes it ideal for space-constrained applications.  The enclosure is suitable for various outdoor IoT projects where protection from the elements is crucial.  Target industries include agriculture, smart cities, and industrial automation, where WisBlock modules are used for data collection and remote monitoring in harsh environments. Common applications include environmental monitoring, remote sensor deployments, and asset tracking in outdoor settings.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The RAKBox-B4 enclosure has dimensions of 168mm x 120mm x 55mm (including mounting ears) and offers the possibility of logo customization. It is rated IP67/NEMA-6, ensuring protection against dust and water immersion.  The rigid design provides robust protection for the enclosed WisBlock modules."
P241,WisBlock RAKBox-B5 Enclosure,,Accessories,N/A,Hardware,Both,"The RAKBox-B5 is a transparent acrylic enclosure designed specifically for WisBlock products. Its open design allows for easy access to the PCB, making it ideal for testing, code development, and prototyping.  The enclosure protects the WisBlock PCB while maintaining visibility of the components.  It's suitable for hobbyists, developers, and makers working on various WisBlock-based IoT projects, enabling quick assembly and testing of custom configurations.  Its compatibility with all available WisBlock modules makes it a versatile solution for a wide range of applications across diverse industries.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923",The RAKBox-B5 has dimensions of 105 mm x 75 mm x 30 mm.  It is made of transparent acrylic material. The open design facilitates easy access to the WisBlock modules for testing and debugging.  The enclosure provides basic protection for the WisBlock PCB.
P242,WisBlock Unify Enclosure,,Accessories,N/A,Hardware,Both,"The WisBlock Unify Enclosure is an accessory designed to house and protect WisBlock modules.  Its primary function is to provide a robust and versatile enclosure for various WisBlock-based applications, enabling deployment in both indoor and outdoor environments. The enclosure supports different mounting options, enhancing its adaptability to diverse installation needs.  This makes it suitable for a wide range of applications across various industries, including industrial automation, smart agriculture, environmental monitoring, and smart city projects.  The Unify Enclosure ensures the protection and longevity of the WisBlock modules within, contributing to the reliability and stability of the overall system.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923",The WisBlock Unify Enclosure offers multiple mounting options for flexible installation.  Further details on specific mounting types and compatibility with various WisBlock modules should be consulted in the product documentation.
P243,RAKBox-UO100x75x38 with Solar Panel,RAKBox-UO100x75x38,Accessories,N/A,Hardware,Outdoor,"The RAKBox-UO100x75x38 with Solar Panel is a compact WisBlock Unify outdoor enclosure designed to house and protect WisBlock modules in various outdoor IoT applications.  Its primary function is to provide weatherproof and dustproof protection for sensitive electronics while simultaneously offering solar charging capabilities for integrated batteries. This makes it ideal for deployments where continuous operation is crucial, even in challenging environmental conditions.  The enclosure's suitability extends to a wide range of industries and applications, including smart agriculture (monitoring environmental conditions, livestock tracking), industrial automation (remote sensor data collection), and smart city initiatives (environmental monitoring, infrastructure management). The ability to charge via solar power reduces reliance on grid electricity, making it cost-effective and sustainable for long-term deployments in remote locations.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The enclosure is IP65 rated for dust and water resistance, and features a fire-retardant ABS plastic construction. It includes a solar panel for charging batteries and offers multiple mounting options including pole, wall, DIN rail, belt, and hook mounting.  Customization services are available without minimum order quantities (MOQ), supporting CNC machining, painting, and label printing."
P244,WisBlock Unify Outdoor Enclosure 100x75x38,RAKBox-UO100x75x38/RAKBox-UO100x75x38-Solar,Accessories,N/A,Hardware,Outdoor,"The RAKBox-UO100x75x38 is a compact, IP67-rated outdoor enclosure designed specifically for WisBlock products.  Its primary function is to protect internal WisBlock components from dust, water, and harsh weather conditions.  The enclosure is made from weatherproof, fire-retardant ABS plastic and offers various mounting options, including pole, wall, DIN rail, belt, and hook mounting, ensuring versatile deployment in diverse environments.  Its small size (100mm x 75mm x 38mm) makes it ideal for space-constrained applications.  The enclosure's compatibility with WisBlock base plates simplifies integration, and a variant with a built-in LoRa and BLE antenna eliminates the need for bulky external antennas.  This makes it suitable for a wide range of outdoor IoT applications across various industries, including smart agriculture, environmental monitoring, and industrial automation.","LoRa, BLE","EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","Available in cool gray and white. Offers three base plate options: Plain Base Plate, WisBlock Bespoke Base Plate, and WisBlock Base Plate with Antenna.  Supports customization services without minimum order quantity (MOQ), including CNC machining, painting, and label printing.  IP67 rating ensures protection against dust and water ingress."
P245,WisBlock Unify Outdoor Enclosure 150x100x45 with Solar Panel,RAKBox-UO150x100x45,Accessories,N/A,Hardware,Outdoor,"The RAKBox-UO150x100x45 with Solar Panel is a medium-sized WisBlock Unify outdoor enclosure designed to house and protect WisBlock components in various outdoor IoT applications.  Its primary function is to provide a weatherproof and durable housing for WisBlock modules, along with integrated solar panel charging capabilities for battery-powered devices. This makes it ideal for deployments where reliable power and protection from the elements are crucial.  Target industries include agriculture (for remote sensor deployments in fields), industrial settings (for protecting equipment in harsh environments), and smart city projects (for weather-resistant sensor installations). Common applications include environmental monitoring, remote asset tracking, and various other outdoor sensing tasks. The enclosure's design allows for flexible mounting options, ensuring adaptability to diverse deployment scenarios.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The enclosure is IP65-rated for dust and water resistance, features a solar panel for charging batteries, and is made of weatherproof, fire-retardant ABS plastic.  It offers multiple mounting options including pole, wall, DIN rail, belt, and hook mounting.  Customization services are available without minimum order quantities (MOQ), including CNC machining, painting, and label printing."
P246,RAKBox-UO150x100x45 WisBlock Unify Outdoor Enclosure,RAKBox-UO150x100x45,Accessories,N/A,Hardware,Outdoor,"The RAKBox-UO150x100x45 is a medium-sized, IP67-rated outdoor enclosure designed specifically for WisBlock products.  Its weatherproof and fire-retardant ABS plastic construction protects internal components from dust, water, and harsh environmental conditions.  This enclosure is ideal for deploying WisBlock-based IoT solutions in various outdoor applications, ensuring the longevity and reliability of sensitive electronics.  Its versatility is enhanced by support for multiple mounting options, including pole, wall, DIN rail, belt, and hook mounting, allowing for flexible integration into diverse environments.  The enclosure is suitable for a wide range of industries and applications where robust protection is crucial, such as smart agriculture, industrial monitoring, and environmental sensing.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The enclosure is available in cool gray and white. It offers two base plate options: a plain base plate and a WisBlock bespoke base plate.  Customization services are available without minimum order quantities (MOQ), including CNC machining, painting, and label printing.  The IP67 rating ensures protection against dust and water immersion."
P247,WisBlock Unify Outdoor Enclosure 180x130x60,RAKBox-UO180x130x60,Accessories,N/A,Hardware,Outdoor,"The RAKBox-UO180x130x60 is a large-sized, weatherproof outdoor enclosure designed to protect WisBlock components and other electronic boards in various IoT projects.  Its IP67 rating ensures protection against dust and water ingress, making it suitable for harsh outdoor environments. The enclosure's spacious dimensions accommodate larger electronic boards and complex IoT deployments.  Its versatility is further enhanced by support for multiple mounting options, including pole, wall, DIN rail, belt, and hook mounting, allowing for flexible integration into diverse applications and locations.  This makes it ideal for a wide range of outdoor IoT projects across various industries, from smart agriculture and industrial monitoring to smart city initiatives and environmental sensing.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The enclosure is available in two colors: cool gray and white.  It supports customization services without minimum order quantities (MOQ), including CNC machining, painting, and label printing.  Made from ABS plastic, it offers weatherproof and fire retardant properties."
P248,Antenna Clip,,Accessories,N/A,Hardware,Indoor,"The Antenna Clip is a simple accessory designed to improve antenna placement and tidiness for indoor IoT deployments.  Its secure, one-click attachment method allows for optimal positioning on various non-porous surfaces.  Primarily intended for use with RAKwireless fiberglass antennas, the clip ensures a stable and unobtrusive antenna setup, enhancing the overall aesthetics and functionality of indoor IoT networks.  This is particularly useful in homes or offices where maintaining a clean and efficient setup is important. The clips are sold in pairs to accommodate longer antennas.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The Antenna Clip is designed for indoor use only and features a self-adhesive, non-slip grip.  It is compatible with all RAKwireless fiberglass antennas.  The product comes in pairs (two clips per package)."
P249,Antenna Feeder Line,RAK7240/7249,Accessories,N/A,Hardware,Both,"The Antenna Feeder Line is a cable designed to improve the antenna positioning of the WisGate Edge Prime and Max gateways (RAK7240/7249) for optimal LoRaWAN coverage.  This accessory allows for more flexible placement of the antennas, leading to enhanced signal reception and transmission. It is suitable for any deployment where the gateway's antennas need to be positioned away from the main gateway unit for better signal propagation, improving the overall performance and range of the LoRaWAN network. This is beneficial in various environments, from industrial settings to agricultural applications, where optimal antenna placement can significantly impact network reliability and coverage.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","Available in 1.5m, 3m, and 5m lengths.  Features an N-type female to N-type male connector.  Operates within a frequency range of 0-3 GHz. Uses LMR195 cable type with a VSWR of ≤1.5.  Improves antenna placement flexibility for better LoRaWAN coverage."
P250,Antenna Mounting Kit,,Accessories,N/A,Hardware,Outdoor,"The RAKwireless Antenna Mounting Kit provides four different mounting options for outdoor antennas, facilitating easy installation in various environments.  Designed to address the challenges of mounting antennas in dense urban areas where poles may be unavailable or difficult to access, this kit enables secure and stable antenna placement.  It is suitable for a wide range of IoT applications requiring reliable outdoor antenna deployment, including smart city initiatives, industrial monitoring, and agricultural deployments. The kit simplifies installation, ensuring optimal antenna performance and signal coverage.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923",This kit offers four different mounting options to accommodate diverse installation scenarios.  It is designed for use with RAKwireless antennas and other compatible antennas.  Specific mounting hardware and instructions are included with the kit.
P251,Helical Magnetic Base Antenna,RAK7258,Accessories,N/A,Hardware,Outdoor,"The Helical Magnetic Base Antenna is an omnidirectional antenna designed for use in the license-free spectrum bands of 433 MHz, 470-510 MHz, and 860-930 MHz.  Its strong magnetic base allows for easy mounting on metallic surfaces, making it ideal for various outdoor IoT applications where quick and simple deployment is required.  The antenna is particularly well-suited for use with the RAK7258 device, offering stable performance and a good VSWR.  Typical applications include scenarios where a robust and easily deployable antenna is needed, such as in remote monitoring systems, environmental sensing, or asset tracking in industrial or agricultural settings.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The antenna features an RP-SMA-J connector, 50 Ω impedance, and a 1.5-meter coaxial cable.  Its omnidirectional radiation pattern ensures consistent signal coverage. The antenna is lightweight and designed for ease of use."
P252,Pulsar Cable LMR400,,Accessories,N/A,Hardware,Both,"The Pulsar Cable LMR400 is a high-grade coaxial cable designed to improve antenna placement and signal reception for LoRaWAN gateways.  Its primary function is to extend the reach of gateway antennas, optimizing coverage and performance. This cable is compatible with WisGate Developer series gateways and RAK Hotspot devices, enhancing their capabilities in various deployment scenarios.  It's particularly useful in situations where optimal antenna positioning is crucial for maximizing signal strength and range, such as in areas with obstacles or signal interference.  The cable's use improves the overall performance and reliability of LoRaWAN networks in diverse applications across various industries.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The Pulsar Cable LMR400 comes in 5m and 10m lengths. It features an RP-SMA male to N-type female connector and a frequency range of 0-6 GHz.  The cable type is LMR400, and it has a VSWR of ≤ 1.5, ensuring signal integrity.  The cable is designed for outdoor and indoor use."
P253,Pulsar Cable LMR400,,Accessories,N/A,Hardware,Both,"The Pulsar Cable LMR400 is a high-grade coaxial cable designed to improve the positioning and performance of directional antennas used with WisGate Developer series gateways and RAK Hotspot devices.  Its primary function is to optimize antenna placement for maximum signal coverage in various IoT deployments. This cable is particularly useful in scenarios where optimal antenna placement is crucial for extending the range and reliability of LoRaWAN networks.  It can be used in a variety of applications and industries where improved signal reception is needed, such as smart agriculture, industrial IoT, and smart city projects.",,"EU433, CN470, IN865, EU868, AU915, US915, KR920, RU864, AS923","The cable is available in 5m length variants. It features RP-SMA male to N-type male connectors and a frequency range of 0-6 GHz.  The LMR400 cable type offers low signal loss and a VSWR of ≤ 1.5, ensuring high-quality signal transmission."
